index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,14.847066650390616,14.650472412109366,14.131826171874991,13.746114501953116,13.376088867187491,13.082723388671866
