index,lons,lats,Uwind FH34m/s,Uwind FH35m/s,Uwind FH36m/s,Uwind FH37m/s,Uwind FH38m/s,Uwind FH39m/s
134846,130.375,33.6000000000008,-1.0250272750854492,-1.2317876815795898,-1.4055261611938477,-1.4058151245117188,-1.1345634460449219,-1.0789661407470703
