index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,-1.1108732223510742,-1.0827016830444336,-0.7409582138061523,-0.9744033813476562,-0.9652004241943359,-0.8867263793945312,0.013853073120117188,-0.19081497192382812,-0.3135032653808594,0.3015308380126953,0.7761650085449219,1.280740737915039
