index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
134846,130.375,33.6000000000008,16.026143798828116,15.970784912109366,15.924306640624991,15.851949462890616,15.720174560546866,15.435476074218741,14.923848876953116,14.631093749999991,14.037130126953116,13.485006103515616,13.182729492187491,13.088369140624991,12.863179931640616,12.549825439453116,12.328420410156241,12.455617675781241,12.823262939453116,12.978444824218741
