index,lons,lats,Vwind FH40m/s,Vwind FH41m/s,Vwind FH42m/s,Vwind FH43m/s,Vwind FH44m/s,Vwind FH45m/s,Vwind FH46m/s,Vwind FH47m/s,Vwind FH48m/s,Vwind FH49m/s,Vwind FH50m/s,Vwind FH51m/s
134846,130.375,33.6000000000008,-2.6035709381103516,-2.368889808654785,-1.9620237350463867,-1.2460174560546875,-0.6126937866210938,-0.13219833374023438,0.4598674774169922,0.6133413314819336,0.6940479278564453,1.2744359970092773,1.269331932067871,1.1682405471801758
