index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s,Uwind FH28m/s,Uwind FH29m/s,Uwind FH30m/s,Uwind FH31m/s,Uwind FH32m/s,Uwind FH33m/s
134846,130.375,33.6000000000008,-2.625093460083008,-2.8519411087036133,-2.671398162841797,-2.4036903381347656,-2.3400564193725586,-2.1907691955566406,-2.060622215270996,-1.757406234741211,-1.364480972290039,-0.5406036376953125,0.33163928985595703,0.5354013442993164,0.47852611541748047,0.40481090545654297,0.28598594665527344,0.10303115844726562,-0.1598377227783203,-0.4980001449584961
