index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s
135328,130.4375,33.5500000000008,0.011379241943359375,0.29370880126953125,0.3647594451904297,0.029180526733398438,0.09136390686035156,-0.6064910888671875,-0.5594425201416016,-0.5791568756103516,-1.0152530670166016,-0.9261112213134766,-0.7966213226318359,-1.1211833953857422
