index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27
135328,130.4375,33.5500000000008,20.70604492187499,20.75896240234374,20.398519287109366,19.87712646484374,19.06041503906249,17.97386718749999,16.680318603515616,15.715963134765616,15.034963378906241,14.457753906249991,14.041188964843741,13.785299072265616
