index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
135328,130.4375,33.5500000000008,-0.33618736267089844,-0.9406719207763672,-1.268528938293457,-1.616257667541504,-1.5190048217773438,-1.6008682250976562,-1.5328845977783203,-1.3268394470214844,-0.9922904968261719,-0.7550506591796875,-0.45046043395996094,-0.5682868957519531,0.13448715209960938,0.7931270599365234,0.8517427444458008,0.5555315017700195
