index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s
135328,130.4375,33.5500000000008,-1.8282451629638672,-1.7727088928222656,-1.6938304901123047,-1.5143814086914062,-1.450918197631836,-1.2729415893554688,-0.9557704925537109,-0.7120513916015625,-0.5071182250976562,-0.1732463836669922,-0.10693550109863281,-0.19429397583007812
