index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,16.02245117187499,15.402181396484366,14.940023193359366,14.646108398437491,14.349141845703116,14.060598144531241
