index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,0.9619674682617188,0.7477359771728516,0.9467277526855469,1.0572004318237305,0.8861961364746094,0.9633903503417969
