lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg),radiation FH12-13W/m2(avg),radiation FH13-14W/m2(avg),radiation FH14-15W/m2(avg)
130.5,33.85,419.48,524.43,625.67,683.53,614.44,584.6,493.28,380.28,214.63,69.5,1.69,0.0,0.0,0.0,0.0
130.56,33.85,428.73,531.43,634.67,695.28,633.94,598.6,504.03,387.78,219.63,69.5,1.62,0.0,0.0,0.0,0.0
130.62,33.85,429.23,526.68,625.92,692.28,645.44,608.85,511.28,387.03,219.5,68.5,1.53,0.0,0.0,0.0,0.0
130.69,33.85,419.23,512.68,615.42,685.03,649.19,610.6,511.78,382.78,216.13,66.25,1.41,0.0,0.0,0.0,0.0
130.75,33.85,423.73,532.18,638.42,689.03,654.19,599.1,511.78,388.28,219.38,67.25,1.41,0.0,0.0,0.0,0.0
130.81,33.85,449.23,583.43,674.67,701.03,660.69,603.35,518.28,387.28,223.25,70.38,1.44,0.0,0.0,0.0,0.0
130.88,33.85,466.98,633.18,716.92,724.28,675.69,616.85,532.28,394.03,228.5,73.25,1.47,0.0,0.0,0.0,0.0
130.94,33.85,479.73,655.18,734.67,726.78,666.19,606.1,532.78,395.53,231.0,73.5,1.44,0.0,0.0,0.0,0.0
131.0,33.85,483.98,654.68,726.42,723.78,661.69,603.1,537.78,399.03,233.13,73.62,1.41,0.0,0.0,0.0,0.0
131.06,33.85,502.73,657.68,721.17,730.28,668.69,610.6,545.28,402.53,235.38,74.0,1.38,0.0,0.0,0.0,0.0
131.12,33.85,527.48,666.18,715.67,737.03,674.44,623.6,552.03,402.78,236.88,74.62,1.34,0.0,0.0,0.0,0.0
131.19,33.85,542.73,670.18,708.17,744.03,683.94,642.85,559.53,403.53,237.88,74.88,1.31,0.0,0.0,0.0,0.0
131.25,33.85,539.73,668.18,700.42,752.78,695.19,658.85,566.03,405.53,237.88,74.88,1.28,0.0,0.0,0.0,0.0
131.31,33.85,534.23,665.68,690.42,759.03,700.69,667.1,568.03,407.78,237.5,74.62,1.25,0.0,0.0,0.0,0.0
131.38,33.85,529.23,662.43,678.17,760.28,698.19,665.6,567.28,409.28,236.88,74.25,1.19,0.0,0.0,0.0,0.0
131.44,33.85,525.98,655.18,668.67,749.78,688.44,656.6,563.03,410.03,235.63,73.38,1.16,0.0,0.0,0.0,0.0
131.5,33.85,521.73,642.93,665.42,730.28,672.94,643.85,558.03,409.28,233.88,72.5,1.09,0.0,0.0,0.0,0.0
131.56,33.85,515.48,629.68,673.17,709.78,657.19,633.1,551.78,407.03,231.75,71.25,1.06,0.0,0.0,0.0,0.0
131.62,33.85,508.23,622.93,692.67,694.53,644.94,626.6,542.03,397.53,225.38,68.88,1.0,0.0,0.0,0.0,0.0
131.69,33.85,503.73,621.68,709.42,679.53,631.44,619.1,535.78,382.78,214.88,65.5,0.91,0.0,0.0,0.0,0.0
129.44,33.8,430.73,558.43,669.92,714.28,708.69,537.35,428.53,368.03,207.63,71.12,2.75,0.0,0.0,0.0,0.0
129.5,33.8,428.98,564.68,673.42,719.78,703.94,519.1,430.28,362.78,205.5,70.75,2.72,0.0,0.0,0.0,0.0
129.56,33.8,429.48,569.43,677.67,721.78,698.44,505.1,437.78,355.28,203.5,70.62,2.62,0.0,0.0,0.0,0.0
129.62,33.8,437.48,581.18,682.17,725.28,693.94,499.1,451.03,348.28,202.13,70.62,2.47,0.0,0.0,0.0,0.0
129.69,33.8,451.73,596.68,689.17,732.53,688.44,496.1,459.78,341.28,199.13,69.0,2.19,0.0,0.0,0.0,0.0
129.75,33.8,457.73,603.43,690.17,737.03,666.44,487.35,454.78,334.53,197.5,68.12,2.03,0.0,0.0,0.0,0.0
129.81,33.8,456.73,604.43,685.42,735.03,639.94,488.35,449.03,332.53,199.63,68.38,1.97,0.0,0.0,0.0,0.0
129.88,33.8,462.23,607.68,675.92,730.03,616.94,501.85,444.03,333.28,200.88,67.12,1.91,0.0,0.0,0.0,0.0
129.94,33.8,472.98,612.43,665.42,726.28,599.44,518.1,441.03,338.28,202.13,65.25,1.88,0.0,0.0,0.0,0.0
130.0,33.8,483.48,615.43,656.92,724.03,587.69,528.35,443.78,346.78,201.38,63.88,1.84,0.0,0.0,0.0,0.0
130.06,33.8,492.98,616.68,644.92,724.78,587.44,535.85,452.03,355.53,199.88,63.38,1.81,0.0,0.0,0.0,0.0
130.12,33.8,498.23,615.43,639.67,728.03,596.94,541.6,464.78,363.03,199.13,63.88,1.84,0.0,0.0,0.0,0.0
130.19,33.8,498.48,614.18,643.67,727.28,608.19,550.6,479.03,367.78,200.0,65.25,1.84,0.0,0.0,0.0,0.0
130.25,33.8,493.98,612.18,654.42,717.78,618.69,562.6,493.28,371.53,203.25,67.12,1.84,0.0,0.0,0.0,0.0
130.31,33.8,484.48,605.68,656.67,696.03,628.69,578.1,504.03,372.53,208.38,69.75,1.88,0.0,0.0,0.0,0.0
130.38,33.8,464.23,581.43,639.42,672.03,623.19,585.85,500.28,368.03,211.88,72.12,1.84,0.0,0.0,0.0,0.0
130.44,33.8,440.48,552.18,620.67,659.53,606.69,578.6,485.78,361.78,210.75,72.88,1.81,0.0,0.0,0.0,0.0
130.5,33.8,434.98,541.68,622.17,676.78,603.19,581.1,479.03,366.03,210.88,71.38,1.69,0.0,0.0,0.0,0.0
130.56,33.8,443.23,544.93,621.42,688.28,617.19,590.35,493.03,378.28,217.13,71.5,1.62,0.0,0.0,0.0,0.0
130.62,33.8,439.23,538.18,606.67,684.78,627.44,600.1,507.03,386.03,221.0,70.5,1.53,0.0,0.0,0.0,0.0
130.69,33.8,425.98,528.68,597.17,689.03,640.19,612.35,514.78,385.03,218.88,68.38,1.41,0.0,0.0,0.0,0.0
130.75,33.8,437.73,545.43,627.67,691.28,643.69,600.85,516.78,388.03,220.13,68.88,1.41,0.0,0.0,0.0,0.0
130.81,33.8,449.98,575.68,646.42,679.53,636.19,593.85,512.03,382.53,220.5,71.38,1.44,0.0,0.0,0.0,0.0
130.88,33.8,453.23,598.68,665.17,684.53,641.19,604.35,520.53,385.03,223.75,72.12,1.47,0.0,0.0,0.0,0.0
130.94,33.8,463.48,620.18,681.42,679.78,624.19,587.85,512.53,382.78,224.38,71.12,1.47,0.0,0.0,0.0,0.0
131.0,33.8,461.98,630.68,690.92,682.78,616.94,583.1,522.78,386.78,227.0,71.62,1.44,0.0,0.0,0.0,0.0
131.06,33.8,478.48,645.18,697.17,700.28,625.44,591.85,533.53,393.28,231.88,73.38,1.44,0.0,0.0,0.0,0.0
131.12,33.8,501.23,656.93,696.42,712.28,628.69,598.6,537.28,396.03,234.5,74.25,1.41,0.0,0.0,0.0,0.0
131.19,33.8,516.98,666.18,688.92,717.28,633.69,609.6,539.28,395.78,236.13,74.62,1.38,0.0,0.0,0.0,0.0
131.25,33.8,527.73,667.18,681.17,727.53,648.19,630.6,545.03,397.78,237.13,74.75,1.31,0.0,0.0,0.0,0.0
131.31,33.8,531.98,664.93,673.17,742.28,671.44,655.1,554.28,402.03,237.38,74.62,1.28,0.0,0.0,0.0,0.0
131.38,33.8,531.98,658.93,664.67,752.03,690.69,670.35,562.28,406.53,237.38,74.12,1.22,0.0,0.0,0.0,0.0
131.44,33.8,530.48,644.43,657.67,747.78,694.19,671.35,563.78,408.78,236.5,73.0,1.16,0.0,0.0,0.0,0.0
131.5,33.8,526.48,623.43,653.42,728.28,686.44,660.35,562.03,408.53,233.63,71.62,1.09,0.0,0.0,0.0,0.0
131.56,33.8,519.23,601.93,658.42,703.78,675.19,648.1,558.53,405.78,230.13,70.0,1.03,0.0,0.0,0.0,0.0
131.62,33.8,512.73,584.68,676.67,686.03,666.94,639.6,551.03,400.28,224.63,68.0,0.97,0.0,0.0,0.0,0.0
131.69,33.8,509.23,580.18,698.17,673.78,659.94,634.85,542.53,389.78,217.88,65.88,0.91,0.0,0.0,0.0,0.0
129.44,33.75,420.73,559.68,663.42,707.28,694.19,516.1,422.78,352.53,195.5,66.0,2.62,0.0,0.0,0.0,0.0
129.5,33.75,422.48,561.68,664.92,712.03,692.69,499.1,430.28,348.53,193.38,65.75,2.56,0.0,0.0,0.0,0.0
129.56,33.75,429.23,567.18,666.67,717.28,685.94,489.85,441.53,343.28,192.38,66.5,2.5,0.0,0.0,0.0,0.0
129.62,33.75,442.98,574.93,669.67,723.53,678.94,489.1,454.78,338.03,193.0,67.0,2.38,0.0,0.0,0.0,0.0
129.69,33.75,457.48,583.18,683.92,730.28,667.19,490.85,460.78,333.28,192.0,65.5,2.16,0.0,0.0,0.0,0.0
129.75,33.75,460.23,588.18,690.92,734.78,646.94,488.85,458.28,328.78,192.13,64.38,2.0,0.0,0.0,0.0,0.0
129.81,33.75,457.73,589.68,689.67,734.28,622.94,494.35,453.78,329.53,196.63,65.0,1.94,0.0,0.0,0.0,0.0
129.88,33.75,459.48,595.93,679.17,732.53,603.94,510.6,449.53,332.53,199.13,64.12,1.88,0.0,0.0,0.0,0.0
129.94,33.75,464.98,606.93,667.42,731.78,585.44,525.85,446.28,338.53,199.75,62.75,1.84,0.0,0.0,0.0,0.0
130.0,33.75,467.98,614.43,654.42,728.53,571.94,536.1,447.28,346.03,197.13,61.38,1.81,0.0,0.0,0.0,0.0
130.06,33.75,471.23,618.68,639.42,725.53,570.69,542.1,454.03,353.28,193.25,60.75,1.81,0.0,0.0,0.0,0.0
130.12,33.75,476.23,617.68,632.67,723.78,579.19,545.85,464.28,357.28,190.63,61.12,1.81,0.0,0.0,0.0,0.0
130.19,33.75,479.48,614.43,635.42,718.28,592.19,550.6,473.53,358.53,190.5,62.5,1.81,0.0,0.0,0.0,0.0
130.25,33.75,480.48,610.43,644.92,708.53,604.69,558.1,482.03,359.53,193.25,64.38,1.84,0.0,0.0,0.0,0.0
130.31,33.75,476.23,604.18,652.17,693.28,618.19,571.6,489.03,361.03,200.38,67.12,1.91,0.0,0.0,0.0,0.0
130.38,33.75,469.48,591.18,645.67,680.03,631.94,588.1,490.03,361.28,209.13,70.5,1.94,0.0,0.0,0.0,0.0
130.44,33.75,460.98,572.93,628.17,664.53,625.69,588.1,479.28,355.03,213.75,73.5,1.81,0.0,0.0,0.0,0.0
130.5,33.75,458.48,564.18,625.17,671.28,607.44,576.85,463.03,351.53,210.25,72.75,1.72,0.0,0.0,0.0,0.0
130.56,33.75,455.48,561.43,615.42,673.53,600.94,572.35,466.28,355.28,211.13,72.5,1.66,0.0,0.0,0.0,0.0
130.62,33.75,447.23,554.68,590.67,668.03,601.69,576.1,479.28,365.03,213.63,70.88,1.53,0.0,0.0,0.0,0.0
130.69,33.75,449.48,556.93,592.17,687.78,626.69,601.85,505.78,380.53,218.0,68.75,1.41,0.0,0.0,0.0,0.0
130.75,33.75,463.73,573.43,620.67,697.53,638.44,603.85,516.53,389.78,221.13,69.88,1.38,0.0,0.0,0.0,0.0
130.81,33.75,468.98,579.93,634.42,674.53,619.94,588.85,510.78,384.78,220.0,70.88,1.47,0.0,0.0,0.0,0.0
130.88,33.75,453.48,576.18,630.17,655.78,606.94,588.1,510.28,380.53,218.88,69.62,1.47,0.0,0.0,0.0,0.0
130.94,33.75,460.23,584.43,632.17,640.78,592.69,581.6,501.53,377.03,216.63,68.38,1.44,0.0,0.0,0.0,0.0
131.0,33.75,458.23,604.18,648.67,646.53,590.44,576.85,512.03,380.78,219.0,69.12,1.38,0.0,0.0,0.0,0.0
131.06,33.75,472.73,629.93,660.67,665.53,595.44,586.1,527.53,387.03,225.25,71.88,1.41,0.0,0.0,0.0,0.0
131.12,33.75,493.73,649.43,663.67,678.78,595.69,590.1,532.03,390.78,229.25,73.12,1.38,0.0,0.0,0.0,0.0
131.19,33.75,509.23,660.18,656.92,682.53,593.69,589.85,528.03,391.53,232.0,73.5,1.31,0.0,0.0,0.0,0.0
131.25,33.75,520.73,660.93,650.92,686.28,599.19,595.85,526.03,391.28,233.88,73.62,1.28,0.0,0.0,0.0,0.0
131.31,33.75,530.73,656.68,651.17,698.28,618.94,613.35,529.28,393.78,235.38,73.38,1.25,0.0,0.0,0.0,0.0
131.38,33.75,537.73,648.68,656.17,716.53,656.94,643.35,541.78,398.78,236.5,73.12,1.19,0.0,0.0,0.0,0.0
131.44,33.75,539.73,631.68,661.67,728.53,691.19,666.6,555.03,404.28,236.63,72.5,1.12,0.0,0.0,0.0,0.0
131.5,33.75,536.73,605.43,659.42,721.53,700.94,669.6,558.03,405.03,234.25,71.0,1.09,0.0,0.0,0.0,0.0
131.56,33.75,526.73,570.43,656.67,702.03,694.94,659.1,554.28,401.28,228.13,68.88,1.03,0.0,0.0,0.0,0.0
131.62,33.75,517.48,549.93,664.67,682.78,688.19,647.1,550.03,394.28,220.88,66.62,0.97,0.0,0.0,0.0,0.0
131.69,33.75,515.73,549.43,683.17,672.03,684.19,639.35,544.53,386.28,215.13,64.75,0.91,0.0,0.0,0.0,0.0
129.44,33.7,415.98,562.43,662.67,698.78,681.69,497.35,419.03,340.53,186.75,62.25,2.5,0.0,0.0,0.0,0.0
129.5,33.7,425.23,561.68,662.42,697.53,679.44,481.6,430.78,340.28,183.25,61.62,2.44,0.0,0.0,0.0,0.0
129.56,33.7,440.73,565.18,665.67,701.03,669.19,474.85,445.53,337.78,182.25,62.0,2.34,0.0,0.0,0.0,0.0
129.62,33.7,454.23,576.93,673.17,711.53,652.94,479.85,457.53,333.03,183.88,62.88,2.25,0.0,0.0,0.0,0.0
129.69,33.7,460.23,589.18,679.92,722.03,633.94,484.85,462.28,327.53,184.88,62.75,2.09,0.0,0.0,0.0,0.0
129.75,33.7,459.48,590.43,684.42,730.78,612.94,490.6,461.78,323.78,186.5,62.12,1.97,0.0,0.0,0.0,0.0
129.81,33.7,457.48,591.93,684.42,736.03,592.94,506.35,458.28,326.53,190.5,61.88,1.91,0.0,0.0,0.0,0.0
129.88,33.7,456.23,594.18,679.17,738.03,576.94,525.85,454.28,332.28,193.0,61.12,1.88,0.0,0.0,0.0,0.0
129.94,33.7,453.73,601.43,670.92,739.03,564.44,539.85,452.53,338.53,193.25,60.12,1.81,0.0,0.0,0.0,0.0
130.0,33.7,448.73,606.93,659.17,735.53,553.19,547.35,452.03,343.28,190.63,59.0,1.78,0.0,0.0,0.0,0.0
130.06,33.7,446.23,611.18,641.67,725.03,551.19,547.85,453.03,345.78,184.88,58.25,1.75,0.0,0.0,0.0,0.0
130.12,33.7,447.98,611.68,629.67,712.03,563.44,545.1,457.28,345.28,181.0,58.5,1.78,0.0,0.0,0.0,0.0
130.19,33.7,454.98,609.18,629.67,700.53,579.69,545.1,461.28,342.78,180.13,59.62,1.81,0.0,0.0,0.0,0.0
130.25,33.7,464.73,607.43,639.17,686.03,591.44,548.85,462.03,341.28,182.38,61.25,1.84,0.0,0.0,0.0,0.0
130.31,33.7,470.98,605.93,649.17,672.03,599.94,557.35,464.28,342.53,189.38,63.88,1.88,0.0,0.0,0.0,0.0
130.38,33.7,475.98,601.43,650.42,668.28,613.19,573.1,469.03,347.53,200.63,67.38,1.91,0.0,0.0,0.0,0.0
130.44,33.7,484.98,596.18,640.17,675.53,632.19,589.35,472.53,347.78,212.5,69.75,1.81,0.0,0.0,0.0,0.0
130.5,33.7,489.23,602.18,635.67,682.03,631.19,584.1,464.78,345.28,214.25,73.38,1.84,0.0,0.0,0.0,0.0
130.56,33.7,473.23,592.43,617.67,664.53,601.94,562.35,452.78,338.53,208.88,72.62,1.75,0.0,0.0,0.0,0.0
130.62,33.7,447.48,573.68,577.92,644.78,583.44,553.35,450.28,336.28,204.25,69.88,1.59,0.0,0.0,0.0,0.0
130.69,33.7,461.23,585.93,584.17,663.03,600.19,576.1,478.53,355.28,209.13,67.75,1.47,0.0,0.0,0.0,0.0
130.75,33.7,476.73,598.43,610.67,678.53,617.69,589.6,499.03,374.03,216.13,67.88,1.41,0.0,0.0,0.0,0.0
130.81,33.7,476.98,585.68,619.67,659.78,606.69,579.6,498.78,376.28,216.0,68.0,1.44,0.0,0.0,0.0,0.0
130.88,33.7,461.23,561.93,603.42,621.53,578.19,563.6,487.53,365.28,209.13,66.0,1.38,0.0,0.0,0.0,0.0
130.94,33.7,465.23,564.43,600.42,605.78,571.19,569.85,489.28,363.53,206.88,65.88,1.38,0.0,0.0,0.0,0.0
131.0,33.7,464.23,578.93,611.17,619.78,582.69,586.6,509.03,369.78,211.13,67.5,1.34,0.0,0.0,0.0,0.0
131.06,33.7,472.23,599.93,626.92,640.28,589.69,595.6,526.53,380.78,219.13,70.62,1.38,0.0,0.0,0.0,0.0
131.12,33.7,489.98,620.43,633.42,654.03,589.69,597.35,533.28,386.03,222.88,71.62,1.34,0.0,0.0,0.0,0.0
131.19,33.7,505.98,631.93,630.92,656.78,582.19,591.6,529.53,388.03,225.63,71.88,1.28,0.0,0.0,0.0,0.0
131.25,33.7,517.73,632.93,625.17,652.28,576.19,581.35,520.53,389.03,228.13,71.88,1.25,0.0,0.0,0.0,0.0
131.31,33.7,528.98,627.93,625.92,651.53,580.94,581.35,514.78,389.28,230.5,71.75,1.19,0.0,0.0,0.0,0.0
131.38,33.7,539.23,620.43,633.67,654.78,605.19,597.85,516.53,390.03,232.75,71.5,1.16,0.0,0.0,0.0,0.0
131.44,33.7,544.48,602.93,649.67,674.03,648.94,623.1,530.78,396.28,234.38,71.38,1.12,0.0,0.0,0.0,0.0
131.5,33.7,539.73,582.68,663.67,693.28,693.69,647.85,545.53,400.78,234.63,70.88,1.06,0.0,0.0,0.0,0.0
131.56,33.7,523.48,551.43,662.92,694.28,707.44,648.6,547.53,397.78,228.38,69.0,1.0,0.0,0.0,0.0,0.0
131.62,33.7,509.23,533.18,662.92,685.03,704.94,639.35,540.28,386.78,218.63,66.12,0.94,0.0,0.0,0.0,0.0
131.69,33.7,509.23,537.43,670.67,675.03,699.44,629.85,532.53,377.28,211.75,64.0,0.91,0.0,0.0,0.0,0.0
129.44,33.65,421.98,576.18,679.92,686.53,676.44,476.6,408.78,336.28,183.63,60.38,2.44,0.0,0.0,0.0,0.0
129.5,33.65,432.48,583.18,679.67,681.53,664.69,459.35,424.28,338.28,177.63,59.62,2.38,0.0,0.0,0.0,0.0
129.56,33.65,443.98,585.18,677.92,686.78,644.94,453.35,440.28,336.28,174.13,59.38,2.25,0.0,0.0,0.0,0.0
129.62,33.65,452.48,586.18,681.17,703.28,618.94,460.35,455.03,328.78,174.63,59.88,2.16,0.0,0.0,0.0,0.0
129.69,33.65,455.73,589.43,683.42,718.28,595.44,471.6,463.78,320.53,175.75,60.0,2.06,0.0,0.0,0.0,0.0
129.75,33.65,454.73,594.18,681.42,729.03,571.94,490.1,463.78,317.28,177.5,59.88,1.97,0.0,0.0,0.0,0.0
129.81,33.65,451.48,598.18,678.67,734.28,553.44,513.85,458.03,318.53,180.0,59.5,1.94,0.0,0.0,0.0,0.0
129.88,33.65,448.23,603.68,676.67,734.53,539.44,537.35,451.78,323.78,181.5,58.75,1.88,0.0,0.0,0.0,0.0
129.94,33.65,444.48,609.18,671.42,733.53,531.19,553.1,449.53,328.78,181.63,58.0,1.81,0.0,0.0,0.0,0.0
130.0,33.65,436.73,611.93,658.17,729.78,528.94,561.85,449.03,330.53,180.38,57.38,1.78,0.0,0.0,0.0,0.0
130.06,33.65,427.73,609.43,641.17,713.28,534.19,557.85,446.53,328.78,176.75,56.88,1.75,0.0,0.0,0.0,0.0
130.12,33.65,428.23,605.93,629.67,692.03,554.69,548.35,445.53,326.78,174.25,57.0,1.75,0.0,0.0,0.0,0.0
130.19,33.65,440.48,606.18,628.42,670.78,570.44,544.6,442.78,321.78,172.63,57.5,1.72,0.0,0.0,0.0,0.0
130.25,33.65,457.73,607.93,634.17,649.78,574.94,537.6,436.03,318.53,173.5,58.88,1.78,0.0,0.0,0.0,0.0
130.31,33.65,471.98,610.68,641.67,639.53,572.19,533.1,434.03,319.53,179.38,61.38,1.81,0.0,0.0,0.0,0.0
130.38,33.65,482.73,614.68,647.92,643.78,566.94,540.6,443.78,326.78,190.13,64.88,1.84,0.0,0.0,0.0,0.0
130.44,33.65,494.98,624.68,651.92,661.28,592.69,565.6,457.03,339.53,204.75,67.5,1.81,0.0,0.0,0.0,0.0
130.5,33.65,503.48,640.93,650.92,675.28,620.94,577.85,459.78,340.78,214.25,71.25,1.81,0.0,0.0,0.0,0.0
130.56,33.65,491.98,632.68,623.67,646.03,588.44,550.1,439.53,325.53,205.88,71.75,1.75,0.0,0.0,0.0,0.0
130.62,33.65,447.73,592.18,570.17,612.03,565.19,534.85,427.53,314.53,197.0,68.75,1.62,0.0,0.0,0.0,0.0
130.69,33.65,461.73,596.18,573.67,622.28,572.94,549.1,445.78,326.03,198.38,65.88,1.47,0.0,0.0,0.0,0.0
130.75,33.65,468.48,594.68,589.17,634.03,584.94,563.6,464.28,342.28,203.13,64.5,1.38,0.0,0.0,0.0,0.0
130.81,33.65,463.48,578.93,587.92,618.78,581.19,562.35,468.28,351.03,206.13,64.38,1.34,0.0,0.0,0.0,0.0
130.88,33.65,448.73,559.18,569.42,589.28,566.44,553.35,460.03,348.78,202.5,64.0,1.31,0.0,0.0,0.0,0.0
130.94,33.65,441.73,545.43,562.92,581.03,568.69,553.85,465.28,344.53,198.25,64.0,1.31,0.0,0.0,0.0,0.0
131.0,33.65,449.73,545.43,575.17,601.28,589.44,575.85,486.28,352.03,200.38,65.75,1.31,0.0,0.0,0.0,0.0
131.06,33.65,452.98,557.18,595.17,631.53,612.19,600.6,512.28,363.03,207.38,67.62,1.31,0.0,0.0,0.0,0.0
131.12,33.65,470.23,575.68,610.67,649.28,618.69,616.1,530.78,374.28,214.25,69.5,1.28,0.0,0.0,0.0,0.0
131.19,33.65,488.48,584.68,616.42,656.03,613.44,618.35,535.03,379.28,217.75,69.88,1.25,0.0,0.0,0.0,0.0
131.25,33.65,500.73,585.68,618.17,651.03,604.44,611.1,532.28,383.28,221.13,70.0,1.22,0.0,0.0,0.0,0.0
131.31,33.65,511.48,579.18,618.42,638.78,596.94,599.85,527.28,386.03,224.13,69.88,1.19,0.0,0.0,0.0,0.0
131.38,33.65,524.73,569.43,613.92,626.53,594.94,590.6,520.28,388.03,227.25,70.0,1.12,0.0,0.0,0.0,0.0
131.44,33.65,539.23,564.93,615.92,632.78,622.19,597.6,514.78,390.28,230.38,69.88,1.09,0.0,0.0,0.0,0.0
131.5,33.65,535.48,558.93,638.17,659.53,667.94,619.1,533.78,397.03,232.0,69.25,1.03,0.0,0.0,0.0,0.0
131.56,33.65,510.48,539.18,643.17,671.03,687.19,616.1,535.78,395.53,229.25,67.88,0.97,0.0,0.0,0.0,0.0
131.62,33.65,487.23,525.68,649.17,674.78,690.69,607.1,523.03,379.03,220.63,66.5,0.91,0.0,0.0,0.0,0.0
131.69,33.65,489.98,535.43,657.92,675.03,690.19,606.1,510.53,365.28,211.5,64.5,0.88,0.0,0.0,0.0,0.0
129.44,33.6,431.48,588.43,685.67,678.28,670.19,448.35,395.03,341.78,186.63,60.75,2.41,0.0,0.0,0.0,0.0
129.5,33.6,441.73,592.93,687.42,678.28,648.69,429.6,411.28,344.28,178.63,60.12,2.31,0.0,0.0,0.0,0.0
129.56,33.6,450.23,597.93,685.17,688.78,616.69,424.85,431.53,340.03,172.63,59.88,2.22,0.0,0.0,0.0,0.0
129.62,33.6,453.73,598.68,680.92,706.03,583.19,435.1,453.78,328.28,169.38,59.62,2.09,0.0,0.0,0.0,0.0
129.69,33.6,452.23,596.68,679.17,719.53,552.94,457.1,466.03,316.28,168.0,58.88,2.06,0.0,0.0,0.0,0.0
129.75,33.6,448.73,597.18,676.17,723.53,527.94,485.85,465.28,309.53,167.75,58.5,2.0,0.0,0.0,0.0,0.0
129.81,33.6,443.48,598.93,675.42,718.28,508.19,515.1,456.78,306.53,169.13,58.25,1.94,0.0,0.0,0.0,0.0
129.88,33.6,438.23,602.18,672.67,708.78,494.44,544.1,444.78,306.53,170.0,57.62,1.91,0.0,0.0,0.0,0.0
129.94,33.6,432.23,607.68,665.17,700.03,487.69,566.6,439.53,308.78,170.25,57.25,1.84,0.0,0.0,0.0,0.0
130.0,33.6,424.73,611.68,651.92,688.03,499.44,575.85,440.53,312.28,171.88,57.38,1.84,0.0,0.0,0.0,0.0
130.06,33.6,416.48,608.43,637.92,675.78,529.94,568.6,439.78,309.78,172.25,57.75,1.78,0.0,0.0,0.0,0.0
130.12,33.6,419.98,605.93,629.42,654.03,560.69,553.1,432.78,307.03,172.63,57.5,1.75,0.0,0.0,0.0,0.0
130.19,33.6,438.73,611.43,626.42,624.53,578.69,541.85,423.78,301.53,172.75,57.5,1.69,0.0,0.0,0.0,0.0
130.25,33.6,457.23,616.93,621.17,596.78,581.19,526.1,411.28,298.53,174.63,58.75,1.72,0.0,0.0,0.0,0.0
130.31,33.6,472.98,621.68,617.17,585.78,560.44,512.85,406.53,301.03,178.0,60.62,1.75,0.0,0.0,0.0,0.0
130.38,33.6,488.48,629.68,622.42,593.28,534.44,510.35,418.78,310.03,184.5,62.62,1.75,0.0,0.0,0.0,0.0
130.44,33.6,507.98,646.18,641.67,614.78,541.94,539.85,441.53,329.78,197.63,65.25,1.75,0.0,0.0,0.0,0.0
130.5,33.6,521.73,663.18,651.67,644.78,582.94,570.6,452.78,341.28,209.88,69.0,1.75,0.0,0.0,0.0,0.0
130.56,33.6,515.48,648.93,620.92,625.28,573.19,552.85,434.28,325.53,207.0,70.75,1.72,0.0,0.0,0.0,0.0
130.62,33.6,470.48,592.43,557.92,585.03,555.94,532.85,417.78,307.03,195.75,68.12,1.56,0.0,0.0,0.0,0.0
130.69,33.6,477.98,587.93,556.92,594.28,563.44,540.1,426.03,310.78,191.38,64.62,1.41,0.0,0.0,0.0,0.0
130.75,33.6,479.23,579.43,564.67,606.28,574.19,553.1,442.03,321.28,190.5,61.75,1.31,0.0,0.0,0.0,0.0
130.81,33.6,472.98,565.68,564.42,608.78,579.19,561.1,452.78,334.53,194.38,61.0,1.25,0.0,0.0,0.0,0.0
130.88,33.6,458.73,549.43,558.67,605.28,579.19,556.85,448.53,338.28,194.75,62.62,1.25,0.0,0.0,0.0,0.0
130.94,33.6,439.98,531.68,553.42,594.03,572.44,547.6,446.28,337.03,194.5,65.0,1.31,0.0,0.0,0.0,0.0
131.0,33.6,425.73,523.93,563.67,602.03,583.19,553.6,456.53,337.53,194.13,65.75,1.31,0.0,0.0,0.0,0.0
131.06,33.6,418.73,514.68,575.92,626.28,605.94,577.35,481.78,340.03,195.63,65.38,1.28,0.0,0.0,0.0,0.0
131.12,33.6,440.48,531.93,601.67,649.78,631.94,613.1,509.53,352.28,201.75,66.0,1.22,0.0,0.0,0.0,0.0
131.19,33.6,460.48,542.18,623.17,662.78,642.19,632.1,523.78,360.53,205.88,66.12,1.16,0.0,0.0,0.0,0.0
131.25,33.6,475.73,546.93,631.67,662.53,640.69,638.6,527.78,367.03,210.13,66.75,1.16,0.0,0.0,0.0,0.0
131.31,33.6,490.23,547.68,634.67,656.28,641.44,638.85,528.78,374.03,215.75,67.5,1.16,0.0,0.0,0.0,0.0
131.38,33.6,506.73,545.93,632.92,650.53,651.44,640.85,530.53,379.53,220.13,68.12,1.12,0.0,0.0,0.0,0.0
131.44,33.6,525.98,543.93,617.17,638.28,654.69,630.6,530.28,384.28,223.38,68.0,1.06,0.0,0.0,0.0,0.0
131.5,33.6,535.23,549.43,621.92,660.03,671.94,631.35,535.53,392.03,226.25,67.25,0.97,0.0,0.0,0.0,0.0
