index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa
134846,130.375,33.6000000000008,1006.0902709960938,1006.61767578125,1007.1683349609375,1007.6138916015625,1007.5870361328125,1007.0150756835938
