index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa
134846,130.375,33.6000000000008,1006.5711059570312,1006.1332397460938,1006.0581665039062,1006.5021362304688,1006.824951171875,1007.1286010742188,1007.423583984375,1007.738525390625,1007.6724853515625,1007.5449829101562,1007.3779907226562,1007.078125
