index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s,Vwind FH16m/s,Vwind FH17m/s
134846,130.375,33.6000000000008,-0.4320802688598633,-0.4513130187988281,0.23542213439941406,0.4704256057739258,0.36839866638183594,0.6985464096069336,0.7544717788696289,-0.1699209213256836,-0.48365116119384766,-1.6097593307495117,-3.0162487030029297,-3.458078384399414,-3.7405576705932617,-4.181194305419922,-4.385930061340332,-3.4829816818237305,-2.3897533416748047,-1.1868982315063477
