index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
134846,130.375,33.6000000000008,21.957113037109366,21.74864746093749,21.71019531249999,21.84721923828124,22.035665283203116,22.12529541015624,22.193929443359366,22.308919677734366,22.027852783203116,21.78648925781249,21.50108886718749,21.19804931640624,21.232320556640616,21.101949462890616,21.016500244140616,20.918782958984366
