index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s
134846,130.375,33.6000000000008,0.7269830703735352,0.7425317764282227,0.7742223739624023,0.9151973724365234,1.5612058639526367,1.3733100891113281,0.9328174591064453,0.5238742828369141,-0.6126499176025391,-1.6505346298217773,-2.5980567932128906,-3.329901695251465
