index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s
134846,130.375,33.6000000000008,-0.5180883407592773,-0.0345001220703125,0.5833110809326172,1.2891254425048828,1.2794227600097656,0.9586782455444336
