index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5
134846,130.375,33.6000000000008,22.307271728515616,22.00285888671874,21.697530517578116,21.379354248046866,21.20274902343749,21.08348632812499
