index,lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg)
134846,130.375,33.6000000000008,0.0,0.0,0.0,0.0,0.0,18.375,111.89360404014587,237.44135093688965,405.67779445648193,564.1754322052002,716.5018939971924,853.8254318237305
