index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s
134846,130.375,33.6000000000008,0.4749593734741211,0.92388916015625,1.0161066055297852,0.6969175338745117,0.20871543884277344,-0.6623620986938477
