index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,-1.085280418395996,-1.308680534362793,-1.2820491790771484,-0.8584918975830078,-0.8027305603027344,-0.9160900115966797,-0.9701499938964844,-0.8580360412597656,-0.3090372085571289,0.3285799026489258,0.8737955093383789,1.0332098007202148
