index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa
134846,130.375,33.6000000000008,1006.2161865234375,1006.5155029296875,1006.7472534179688,1006.7903442382812,1006.7726440429688,1006.3308715820312
