index,lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg),radiation FH12-13W/m2(avg),radiation FH13-14W/m2(avg),radiation FH14-15W/m2(avg),radiation FH15-16W/m2(avg),radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg)
134846,130.375,33.6000000000008,0.0,0.0,0.0,0.0,0.0,15.625,103.70481419563293,245.77285957336426,423.0336399078369,606.7965269088745,770.6593112945557,835.0673828125,868.3059177398682,835.6802501678467,727.1200733184814,633.3010416030884,429.1947498321533,201.44664025306702
