index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s
135328,130.4375,33.5500000000008,0.3591117858886719,0.45267200469970703,-0.3479194641113281,-1.0953264236450195,-2.030183792114258,-1.924809455871582
