index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,17.145101318359366,15.652150878906241,14.478231201171866,14.068105468749991,13.091237792968741,12.407277832031241
