index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,12.713979492187491,14.878133544921866,16.82811523437499,17.000447998046866,16.22563720703124,16.161763916015616
