index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27
135328,130.4375,33.5500000000008,11.938802490234366,11.782216796874991,11.725881347656241,11.633016357421866,11.295247802734366,11.135366210937491,12.292867431640616,14.636373291015616,16.69872070312499,16.44322753906249,16.013570556640616,15.899678955078116
