index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,1.1396608352661133,0.2547750473022461,0.28511619567871094,0.6076879501342773,1.1460351943969727,1.1266698837280273,1.2531766891479492,0.7624921798706055,0.5882291793823242,0.10889816284179688,0.575322151184082,-0.9882583618164062
