index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
134846,130.375,33.6000000000008,18.757650146484366,18.291036376953116,18.12529541015624,17.634725341796866,17.584798583984366,17.455404052734366,17.26347900390624,17.45549560546874,17.31767822265624,17.13023925781249,17.63823486328124,17.99010253906249,18.542379150390616,19.30650878906249,19.82286621093749,20.17613769531249
