index,lons,lats,radiation FH34-35W/m2(avg),radiation FH35-36W/m2(avg),radiation FH36-37W/m2(avg),radiation FH37-38W/m2(avg),radiation FH38-39W/m2(avg),radiation FH39-40W/m2(avg)
134846,130.375,33.6000000000008,127.13501262664795,284.44460105895996,416.0944480895996,562.0676422119141,568.7548599243164,606.5494842529297
