index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
134846,130.375,33.6000000000008,-0.31499481201171875,-1.403254508972168,-2.6545677185058594,-3.5723085403442383,-3.41146183013916,-2.916090965270996,-2.527935028076172,-2.757979393005371,-2.565744400024414,-1.8429222106933594,-1.0298738479614258,-0.7383871078491211,0.27716541290283203,0.8229026794433594,0.3376178741455078,-0.15392112731933594
