index,lons,lats,Vwind FH34m/s,Vwind FH35m/s,Vwind FH36m/s,Vwind FH37m/s,Vwind FH38m/s,Vwind FH39m/s
134846,130.375,33.6000000000008,-0.8686685562133789,-0.14489173889160156,0.7274169921875,1.307037353515625,0.6187629699707031,0.16962814331054688
