index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
134846,130.375,33.6000000000008,20.24254394531249,20.06426025390624,20.376851806640616,20.021932373046866,19.62309814453124,19.079305419921866,18.433858642578116,18.171163330078116,18.00328613281249,17.69286132812499,17.492086181640616,17.65642333984374,17.963704833984366,17.702230224609366,17.270772705078116,17.03044677734374,16.94823242187499,16.84422851562499
