index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
134846,130.375,33.6000000000008,-0.43739986419677734,0.4349203109741211,0.8710365295410156,0.9574813842773438,1.2896642684936523,1.7652826309204102,2.2466506958007812,2.159090995788574,1.8824281692504883,1.7662277221679688,1.7157611846923828,1.5985984802246094,1.127847671508789,1.1826553344726562,1.2634572982788086,0.7504253387451172
