index,lons,lats,radiation FH34-35W/m2(avg),radiation FH35-36W/m2(avg),radiation FH36-37W/m2(avg),radiation FH37-38W/m2(avg),radiation FH38-39W/m2(avg),radiation FH39-40W/m2(avg)
134846,130.375,33.6000000000008,89.3974859714508,223.99715518951416,346.3687343597412,506.9721164703369,515.1523857116699,605.4731979370117
