index,lons,lats,Vwind FH34m/s,Vwind FH35m/s,Vwind FH36m/s,Vwind FH37m/s,Vwind FH38m/s,Vwind FH39m/s
134846,130.375,33.6000000000008,0.5084409713745117,1.131256103515625,0.35895252227783203,-0.42115211486816406,-1.5959548950195312,-2.8116302490234375
