index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,-0.7985343933105469,-1.5409631729125977,-1.7390594482421875,-1.6407670974731445,-1.0140018463134766,-1.1075830459594727,-1.192509651184082,-0.7600507736206055,-0.4759073257446289,0.04973030090332031,-0.47594547271728516,1.1258230209350586
